TIME,GEO_NAME,GEO,INDIC_AG,HECTARES_AG,SE_LEVELS,SE_SECTOR,SE_TONNES PER HECTARE,IRRIGATION,IRRIGATION_CROPS,GREEN_POL,GREEN_POL_SRC,GREEN_POL_THOUSAND_TONNES,AIRPOL,AIRPOL_VALUE,RDB_CODE,RDB_NAME,RDB_POL_PERCENTAGE
2012,HR,Croatia,,,,,,,,Hydrofluorocarbones (CO2 equivalent),Agriculture,:,,,,,
2012,HR,Croatia,,,,,,,,Perfluorocarbones (CO2 equivalent),Agriculture,:,,,,,
2012,HR,Croatia,,,,,,,,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),Agriculture,:,,,,,
2012,HR,Croatia,,,,,,,,Sulphur hexafluoride (CO2 equivalent),Agriculture,:,,,,,
2012,HR,Croatia,,,,,,,,Nitrogen trifluoride (CO2 equivalent),Agriculture,:,,,,,
2012,HR,Croatia,,,,,,,,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Land use, land use change, and forestry (LULUCF)","-5,324.66",,,,,
2012,HR,Croatia,,,,,,,,Carbon dioxide,"Land use, land use change, and forestry (LULUCF)","-5,511.27",,,,,
2012,HR,Croatia,,,,,,,,Methane,"Land use, land use change, and forestry (LULUCF)",1.56,,,,,
2012,HR,Croatia,,,,,,,,Methane (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",38.88,,,,,
2012,HR,Croatia,,,,,,,,Nitrous oxide,"Land use, land use change, and forestry (LULUCF)",0.5,,,,,
2012,HR,Croatia,,,,,,,,Nitrous oxide (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",147.72,,,,,
2012,HR,Croatia,,,,,,,,Hydrofluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2012,HR,Croatia,,,,,,,,Perfluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2012,HR,Croatia,,,,,,,,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2012,HR,Croatia,,,,,,,,Sulphur hexafluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2012,HR,Croatia,,,,,,,,Nitrogen trifluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2013,HR,Croatia,High-input farms,"425,837",,,,Irrigable,1.6,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Agriculture,"2,693.37",Nitrogen oxides,"61,430",,,
2013,HR,Croatia,Low-input farms,"412,622",,,,Irrigated,0.9,Carbon dioxide,Agriculture,74.61,Sulphur oxides,"17,190",,,
2013,HR,Croatia,Medium-input farms,"432,915",,,,,,Methane,Agriculture,60.06,Ammonia,"35,440",,,
2013,HR,Croatia,,,,,,,,Methane (CO2 equivalent),Agriculture,"1,501.41",Particulates < 2.5µm,"34,560",,,
2013,HR,Croatia,,,,,,,,Nitrous oxide,Agriculture,3.75,Particulates < 10µm,"46,960",,,
2013,HR,Croatia,,,,,,,,Nitrous oxide (CO2 equivalent),Agriculture,"1,117.35",Non-methane volatile organic compounds,"76,660",,,
2013,HR,Croatia,,,,,,,,Hydrofluorocarbones (CO2 equivalent),Agriculture,:,,,,,
2013,HR,Croatia,,,,,,,,Perfluorocarbones (CO2 equivalent),Agriculture,:,,,,,
2013,HR,Croatia,,,,,,,,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),Agriculture,:,,,,,
2013,HR,Croatia,,,,,,,,Sulphur hexafluoride (CO2 equivalent),Agriculture,:,,,,,
2013,HR,Croatia,,,,,,,,Nitrogen trifluoride (CO2 equivalent),Agriculture,:,,,,,
2013,HR,Croatia,,,,,,,,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Land use, land use change, and forestry (LULUCF)","-6,108.77",,,,,
2013,HR,Croatia,,,,,,,,Carbon dioxide,"Land use, land use change, and forestry (LULUCF)","-6,233.07",,,,,
2013,HR,Croatia,,,,,,,,Methane,"Land use, land use change, and forestry (LULUCF)",0.08,,,,,
2013,HR,Croatia,,,,,,,,Methane (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",1.93,,,,,
2013,HR,Croatia,,,,,,,,Nitrous oxide,"Land use, land use change, and forestry (LULUCF)",0.41,,,,,
2013,HR,Croatia,,,,,,,,Nitrous oxide (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",122.37,,,,,
2013,HR,Croatia,,,,,,,,Hydrofluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2013,HR,Croatia,,,,,,,,Perfluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2013,HR,Croatia,,,,,,,,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2013,HR,Croatia,,,,,,,,Sulphur hexafluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2013,HR,Croatia,,,,,,,,Nitrogen trifluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2014,HR,Croatia,High-input farms,"415,132",,,,,,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Agriculture,"2,617.91",Nitrogen oxides,"58,110",,,
2014,HR,Croatia,Low-input farms,"373,448",,,,,,Carbon dioxide,Agriculture,69.47,Sulphur oxides,"13,910",,,
2014,HR,Croatia,Medium-input farms,"384,662",,,,,,Methane,Agriculture,59.31,Ammonia,"33,980",,,
2014,HR,Croatia,,,,,,,,Methane (CO2 equivalent),Agriculture,"1,482.63",Particulates < 2.5µm,"30,000",,,
2014,HR,Croatia,,,,,,,,Nitrous oxide,Agriculture,3.58,Particulates < 10µm,"41,140",,,
2014,HR,Croatia,,,,,,,,Nitrous oxide (CO2 equivalent),Agriculture,"1,065.81",Non-methane volatile organic compounds,"70,060",,,
2014,HR,Croatia,,,,,,,,Hydrofluorocarbones (CO2 equivalent),Agriculture,:,,,,,
2014,HR,Croatia,,,,,,,,Perfluorocarbones (CO2 equivalent),Agriculture,:,,,,,
2014,HR,Croatia,,,,,,,,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),Agriculture,:,,,,,
2014,HR,Croatia,,,,,,,,Sulphur hexafluoride (CO2 equivalent),Agriculture,:,,,,,
2014,HR,Croatia,,,,,,,,Nitrogen trifluoride (CO2 equivalent),Agriculture,:,,,,,
2014,HR,Croatia,,,,,,,,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Land use, land use change, and forestry (LULUCF)","-6,170.68",,,,,
2014,HR,Croatia,,,,,,,,Carbon dioxide,"Land use, land use change, and forestry (LULUCF)","-6,292.15",,,,,
2014,HR,Croatia,,,,,,,,Methane,"Land use, land use change, and forestry (LULUCF)",0.01,,,,,
2014,HR,Croatia,,,,,,,,Methane (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",0.32,,,,,
2014,HR,Croatia,,,,,,,,Nitrous oxide,"Land use, land use change, and forestry (LULUCF)",0.41,,,,,
2014,HR,Croatia,,,,,,,,Nitrous oxide (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",121.14,,,,,
2014,HR,Croatia,,,,,,,,Hydrofluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2014,HR,Croatia,,,,,,,,Perfluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2014,HR,Croatia,,,,,,,,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2014,HR,Croatia,,,,,,,,Sulphur hexafluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2014,HR,Croatia,,,,,,,,Nitrogen trifluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2015,HR,Croatia,High-input farms,"350,044",,,,,,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Agriculture,"2,689.85",Nitrogen oxides,"58,430",HRC,DANUBE RIVER BASIN DISTRICT,60
2015,HR,Croatia,Low-input farms,"396,212",,,,,,Carbon dioxide,Agriculture,69.34,Sulphur oxides,"15,780",HRJ,ADRIATIC RIVER BASIN DISTRICT,53
2015,HR,Croatia,Medium-input farms,"387,064",,,,,,Methane,Agriculture,58.95,Ammonia,"37,520",,,
2015,HR,Croatia,,,,,,,,Methane (CO2 equivalent),Agriculture,"1,473.78",Particulates < 2.5µm,"32,900",,,
2015,HR,Croatia,,,,,,,,Nitrous oxide,Agriculture,3.85,Particulates < 10µm,"43,990",,,
2015,HR,Croatia,,,,,,,,Nitrous oxide (CO2 equivalent),Agriculture,"1,146.73",Non-methane volatile organic compounds,"71,270",,,
2015,HR,Croatia,,,,,,,,Hydrofluorocarbones (CO2 equivalent),Agriculture,:,,,,,
2015,HR,Croatia,,,,,,,,Perfluorocarbones (CO2 equivalent),Agriculture,:,,,,,
2015,HR,Croatia,,,,,,,,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),Agriculture,:,,,,,
2015,HR,Croatia,,,,,,,,Sulphur hexafluoride (CO2 equivalent),Agriculture,:,,,,,
2015,HR,Croatia,,,,,,,,Nitrogen trifluoride (CO2 equivalent),Agriculture,:,,,,,
2015,HR,Croatia,,,,,,,,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Land use, land use change, and forestry (LULUCF)","-5,444.92",,,,,
2015,HR,Croatia,,,,,,,,Carbon dioxide,"Land use, land use change, and forestry (LULUCF)","-5,589.69",,,,,
2015,HR,Croatia,,,,,,,,Methane,"Land use, land use change, and forestry (LULUCF)",0.56,,,,,
2015,HR,Croatia,,,,,,,,Methane (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",13.96,,,,,
2015,HR,Croatia,,,,,,,,Nitrous oxide,"Land use, land use change, and forestry (LULUCF)",0.44,,,,,
2015,HR,Croatia,,,,,,,,Nitrous oxide (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",130.81,,,,,
2015,HR,Croatia,,,,,,,,Hydrofluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2015,HR,Croatia,,,,,,,,Perfluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2015,HR,Croatia,,,,,,,,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2015,HR,Croatia,,,,,,,,Sulphur hexafluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2015,HR,Croatia,,,,,,,,Nitrogen trifluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2016,HR,Croatia,High-input farms,"447,423",Total,Agricultural areas (excluding pastures),3.6,Irrigable,1.9,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Agriculture,"2,702.43",Nitrogen oxides,"57,650",,,
2016,HR,Croatia,Low-input farms,"312,354",Moderate,Agricultural areas (excluding pastures),7,Irrigated,1,Carbon dioxide,Agriculture,76.17,Sulphur oxides,"14,810",,,
2016,HR,Croatia,Medium-input farms,"338,719",Severe,Agricultural areas (excluding pastures),18.7,,,Methane,Agriculture,60.67,Ammonia,"35,700",,,
2016,HR,Croatia,,,Total,Pastures and natural grassland,3.5,,,Methane (CO2 equivalent),Agriculture,"1,516.75",Particulates < 2.5µm,"31,600",,,
2016,HR,Croatia,,,Moderate,Pastures and natural grassland,7,,,Nitrous oxide,Agriculture,3.72,Particulates < 10µm,"42,690",,,
2016,HR,Croatia,,,,,,,,Nitrous oxide (CO2 equivalent),Agriculture,"1,109.52",Non-methane volatile organic compounds,"72,970",,,
2016,HR,Croatia,,,,,,,,Hydrofluorocarbones (CO2 equivalent),Agriculture,:,,,,,
2016,HR,Croatia,,,,,,,,Perfluorocarbones (CO2 equivalent),Agriculture,:,,,,,
2016,HR,Croatia,,,,,,,,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),Agriculture,:,,,,,
2016,HR,Croatia,,,,,,,,Sulphur hexafluoride (CO2 equivalent),Agriculture,:,,,,,
2016,HR,Croatia,,,,,,,,Nitrogen trifluoride (CO2 equivalent),Agriculture,:,,,,,
2016,HR,Croatia,,,,,,,,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Land use, land use change, and forestry (LULUCF)","-5,522.52",,,,,
2016,HR,Croatia,,,,,,,,Carbon dioxide,"Land use, land use change, and forestry (LULUCF)","-5,658.88",,,,,
2016,HR,Croatia,,,,,,,,Methane,"Land use, land use change, and forestry (LULUCF)",0.36,,,,,
2016,HR,Croatia,,,,,,,,Methane (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",8.92,,,,,
2016,HR,Croatia,,,,,,,,Nitrous oxide,"Land use, land use change, and forestry (LULUCF)",0.43,,,,,
2016,HR,Croatia,,,,,,,,Nitrous oxide (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",127.45,,,,,
2016,HR,Croatia,,,,,,,,Hydrofluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2016,HR,Croatia,,,,,,,,Perfluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2016,HR,Croatia,,,,,,,,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2016,HR,Croatia,,,,,,,,Sulphur hexafluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2016,HR,Croatia,,,,,,,,Nitrogen trifluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2017,HR,Croatia,High-input farms,"467,088",,,,,,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Agriculture,"2,789.22",Nitrogen oxides,"58,030",,,
2017,HR,Croatia,Low-input farms,"273,608",,,,,,Carbon dioxide,Agriculture,81.13,Sulphur oxides,"12,660",,,
2017,HR,Croatia,Medium-input farms,"326,550",,,,,,Methane,Agriculture,58.79,Ammonia,"38,820",,,
2017,HR,Croatia,,,,,,,,Methane (CO2 equivalent),Agriculture,"1,469.71",Particulates < 2.5µm,"30,430",,,
2017,HR,Croatia,,,,,,,,Nitrous oxide,Agriculture,4.16,Particulates < 10µm,"41,470",,,
2017,HR,Croatia,,,,,,,,Nitrous oxide (CO2 equivalent),Agriculture,"1,238.38",Non-methane volatile organic compounds,"70,210",,,
2017,HR,Croatia,,,,,,,,Hydrofluorocarbones (CO2 equivalent),Agriculture,:,,,,,
2017,HR,Croatia,,,,,,,,Perfluorocarbones (CO2 equivalent),Agriculture,:,,,,,
2017,HR,Croatia,,,,,,,,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),Agriculture,:,,,,,
2017,HR,Croatia,,,,,,,,Sulphur hexafluoride (CO2 equivalent),Agriculture,:,,,,,
2017,HR,Croatia,,,,,,,,Nitrogen trifluoride (CO2 equivalent),Agriculture,:,,,,,
2017,HR,Croatia,,,,,,,,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Land use, land use change, and forestry (LULUCF)","-4,761.94",,,,,
2017,HR,Croatia,,,,,,,,Carbon dioxide,"Land use, land use change, and forestry (LULUCF)","-5,001.05",,,,,
2017,HR,Croatia,,,,,,,,Methane,"Land use, land use change, and forestry (LULUCF)",2.77,,,,,
2017,HR,Croatia,,,,,,,,Methane (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",69.23,,,,,
2017,HR,Croatia,,,,,,,,Nitrous oxide,"Land use, land use change, and forestry (LULUCF)",0.57,,,,,
2017,HR,Croatia,,,,,,,,Nitrous oxide (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",169.87,,,,,
2017,HR,Croatia,,,,,,,,Hydrofluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2017,HR,Croatia,,,,,,,,Perfluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2017,HR,Croatia,,,,,,,,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2017,HR,Croatia,,,,,,,,Sulphur hexafluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2017,HR,Croatia,,,,,,,,Nitrogen trifluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2018,HR,Croatia,High-input farms,"562,698",,,,,,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Agriculture,"2,696.62",Nitrogen oxides,"53,920",,,
2018,HR,Croatia,Low-input farms,"264,854",,,,,,Carbon dioxide,Agriculture,72.24,Sulphur oxides,"10,150",,,
2018,HR,Croatia,Medium-input farms,"249,398",,,,,,Methane,Agriculture,55.25,Ammonia,"38,820",,,
2018,HR,Croatia,,,,,,,,Methane (CO2 equivalent),Agriculture,"1,381.32",Particulates < 2.5µm,"29,270",,,
2018,HR,Croatia,,,,,,,,Nitrous oxide,Agriculture,4.17,Particulates < 10µm,"41,160",,,
2018,HR,Croatia,,,,,,,,Nitrous oxide (CO2 equivalent),Agriculture,"1,243.06",Non-methane volatile organic compounds,"71,080",,,
2018,HR,Croatia,,,,,,,,Hydrofluorocarbones (CO2 equivalent),Agriculture,:,,,,,
2018,HR,Croatia,,,,,,,,Perfluorocarbones (CO2 equivalent),Agriculture,:,,,,,
2018,HR,Croatia,,,,,,,,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),Agriculture,:,,,,,
2018,HR,Croatia,,,,,,,,Sulphur hexafluoride (CO2 equivalent),Agriculture,:,,,,,
2018,HR,Croatia,,,,,,,,Nitrogen trifluoride (CO2 equivalent),Agriculture,:,,,,,
2018,HR,Croatia,,,,,,,,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Land use, land use change, and forestry (LULUCF)","-5,393.96",,,,,
2018,HR,Croatia,,,,,,,,Carbon dioxide,"Land use, land use change, and forestry (LULUCF)","-5,517.31",,,,,
2018,HR,Croatia,,,,,,,,Methane,"Land use, land use change, and forestry (LULUCF)",0.05,,,,,
2018,HR,Croatia,,,,,,,,Methane (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",1.3,,,,,
2018,HR,Croatia,,,,,,,,Nitrous oxide,"Land use, land use change, and forestry (LULUCF)",0.41,,,,,
2018,HR,Croatia,,,,,,,,Nitrous oxide (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",122.05,,,,,
2018,HR,Croatia,,,,,,,,Hydrofluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2018,HR,Croatia,,,,,,,,Perfluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2018,HR,Croatia,,,,,,,,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2018,HR,Croatia,,,,,,,,Sulphur hexafluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2018,HR,Croatia,,,,,,,,Nitrogen trifluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2019,HR,Croatia,High-input farms,"610,044",,,,,,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Agriculture,"2,698.10",Nitrogen oxides,"53,920",,,
2019,HR,Croatia,Low-input farms,"269,577",,,,,,Carbon dioxide,Agriculture,76.97,Sulphur oxides,"8,150",,,
2019,HR,Croatia,Medium-input farms,"274,063",,,,,,Methane,Agriculture,55.24,Ammonia,"36,760",,,
2019,HR,Croatia,,,,,,,,Methane (CO2 equivalent),Agriculture,"1,380.89",Particulates < 2.5µm,"28,600",,,
2019,HR,Croatia,,,,,,,,Nitrous oxide,Agriculture,4.16,Particulates < 10µm,"40,820",,,
2019,HR,Croatia,,,,,,,,Nitrous oxide (CO2 equivalent),Agriculture,"1,240.24",Non-methane volatile organic compounds,"75,220",,,
2019,HR,Croatia,,,,,,,,Hydrofluorocarbones (CO2 equivalent),Agriculture,:,,,,,
2019,HR,Croatia,,,,,,,,Perfluorocarbones (CO2 equivalent),Agriculture,:,,,,,
2019,HR,Croatia,,,,,,,,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),Agriculture,:,,,,,
2019,HR,Croatia,,,,,,,,Sulphur hexafluoride (CO2 equivalent),Agriculture,:,,,,,
2019,HR,Croatia,,,,,,,,Nitrogen trifluoride (CO2 equivalent),Agriculture,:,,,,,
2019,HR,Croatia,,,,,,,,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Land use, land use change, and forestry (LULUCF)","-5,556.78",,,,,
2019,HR,Croatia,,,,,,,,Carbon dioxide,"Land use, land use change, and forestry (LULUCF)","-5,682.26",,,,,
2019,HR,Croatia,,,,,,,,Methane,"Land use, land use change, and forestry (LULUCF)",0.1,,,,,
2019,HR,Croatia,,,,,,,,Methane (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",2.62,,,,,
2019,HR,Croatia,,,,,,,,Nitrous oxide,"Land use, land use change, and forestry (LULUCF)",0.41,,,,,
2019,HR,Croatia,,,,,,,,Nitrous oxide (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",122.87,,,,,
2019,HR,Croatia,,,,,,,,Hydrofluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2019,HR,Croatia,,,,,,,,Perfluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2019,HR,Croatia,,,,,,,,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2019,HR,Croatia,,,,,,,,Sulphur hexafluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2019,HR,Croatia,,,,,,,,Nitrogen trifluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2010,HR0,Hrvatska,High-input farms,:,,,,,,,,,,,,,
2010,HR0,Hrvatska,Low-input farms,:,,,,,,,,,,,,,
2010,HR0,Hrvatska,Medium-input farms,:,,,,,,,,,,,,,
2011,HR0,Hrvatska,High-input farms,:,,,,,,,,,,,,,
2011,HR0,Hrvatska,Low-input farms,:,,,,,,,,,,,,,
2011,HR0,Hrvatska,Medium-input farms,:,,,,,,,,,,,,,
2012,HR0,Hrvatska,High-input farms,:,,,,,,,,,,,,,
2012,HR0,Hrvatska,Low-input farms,:,,,,,,,,,,,,,
2012,HR0,Hrvatska,Medium-input farms,:,,,,,,,,,,,,,
2013,HR0,Hrvatska,High-input farms,"425,837",,,,,,,,,,,,,
2013,HR0,Hrvatska,Low-input farms,"412,622",,,,,,,,,,,,,
2013,HR0,Hrvatska,Medium-input farms,"432,915",,,,,,,,,,,,,
2014,HR0,Hrvatska,High-input farms,"415,132",,,,,,,,,,,,,
2014,HR0,Hrvatska,Low-input farms,"373,448",,,,,,,,,,,,,
2014,HR0,Hrvatska,Medium-input farms,"384,662",,,,,,,,,,,,,
2015,HR0,Hrvatska,High-input farms,"350,044",,,,,,,,,,,,,
2015,HR0,Hrvatska,Low-input farms,"396,212",,,,,,,,,,,,,
2015,HR0,Hrvatska,Medium-input farms,"387,064",,,,,,,,,,,,,
2016,HR0,Hrvatska,High-input farms,"447,423",,,,,,,,,,,,,
2016,HR0,Hrvatska,Low-input farms,"312,354",,,,,,,,,,,,,
2016,HR0,Hrvatska,Medium-input farms,"338,719",,,,,,,,,,,,,
2017,HR0,Hrvatska,High-input farms,"467,088",,,,,,,,,,,,,
2017,HR0,Hrvatska,Low-input farms,"273,608",,,,,,,,,,,,,
2017,HR0,Hrvatska,Medium-input farms,"326,550",,,,,,,,,,,,,
2018,HR0,Hrvatska,High-input farms,"562,698",,,,,,,,,,,,,
2018,HR0,Hrvatska,Low-input farms,"264,854",,,,,,,,,,,,,
2018,HR0,Hrvatska,Medium-input farms,"249,398",,,,,,,,,,,,,
2019,HR0,Hrvatska,High-input farms,"610,044",,,,,,,,,,,,,
2019,HR0,Hrvatska,Low-input farms,"269,577",,,,,,,,,,,,,
2019,HR0,Hrvatska,Medium-input farms,"274,063",,,,,,,,,,,,,
2010,HR021,Bjelovarsko-bilogorska županija,,,Total,Agricultural areas (excluding pastures),2.7,,,,,,,,,,
2010,HR021,Bjelovarsko-bilogorska županija,,,Moderate,Agricultural areas (excluding pastures),6.7,,,,,,,,,,
2010,HR021,Bjelovarsko-bilogorska županija,,,Severe,Agricultural areas (excluding pastures),12.6,,,,,,,,,,
2010,HR021,Bjelovarsko-bilogorska županija,,,Total,Pastures and natural grassland,1.6,,,,,,,,,,
2010,HR021,Bjelovarsko-bilogorska županija,,,Moderate,Pastures and natural grassland,6.4,,,,,,,,,,
2010,HR021,Bjelovarsko-bilogorska županija,,,Severe,Pastures and natural grassland,12.4,,,,,,,,,,
2016,HR021,Bjelovarsko-bilogorska županija,,,Total,Agricultural areas (excluding pastures),2.7,,,,,,,,,,
2016,HR021,Bjelovarsko-bilogorska županija,,,Moderate,Agricultural areas (excluding pastures),6.7,,,,,,,,,,
2016,HR021,Bjelovarsko-bilogorska županija,,,Severe,Agricultural areas (excluding pastures),12.6,,,,,,,,,,
2016,HR021,Bjelovarsko-bilogorska županija,,,Total,Pastures and natural grassland,1.6,,,,,,,,,,
2016,HR021,Bjelovarsko-bilogorska županija,,,Moderate,Pastures and natural grassland,6.4,,,,,,,,,,
2016,HR021,Bjelovarsko-bilogorska županija,,,Severe,Pastures and natural grassland,12.5,,,,,,,,,,
2010,HR022,Virovitisko-podravska županija,,,Total,Agricultural areas (excluding pastures),1.6,,,,,,,,,,
